                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                0.34641,                0.60368,                0.26751,                0.95578,                0.98603,                0.99433,                0.99284,                 0.9752,                0.98603,                0.99433,                0.99284,                0.95913,                0.25951,                 0.4835,                0.67051,                0.56691,              0.0018218,              0.0018218,              0.0018218
                     12,                0.34616,                 0.6105,                0.25976,                 0.9586,                0.99897,                0.99919,                0.99481,                0.97834,                0.99897,                0.99919,                0.99481,                0.95993,                0.29953,                0.39611,                0.30998,                0.61387,               0.001802,               0.001802,               0.001802
                     13,                0.33457,                0.58873,                0.25416,                0.95208,                0.99641,                0.99757,                0.99466,                0.98142,                0.99641,                0.99757,                0.99466,                 0.9697,                0.21356,                0.40709,                0.37836,                0.51008,              0.0017822,              0.0017822,              0.0017822
                     14,                0.33196,                0.59591,                0.25261,                 0.9499,                 0.9969,                0.99919,                0.99441,                0.97557,                 0.9969,                0.99919,                0.99441,                0.96415,                0.26025,                0.41508,                0.58012,                0.55567,              0.0017624,              0.0017624,              0.0017624
                     15,                0.33683,                0.59036,                0.25951,                0.95281,                0.99336,                0.99919,                0.99452,                  0.975,                0.99336,                0.99919,                0.99452,                0.95876,                0.29331,                0.44096,                 1.1402,                0.57828,              0.0017426,              0.0017426,              0.0017426
                     16,                0.32622,                0.59152,                0.24501,                 0.9487,                0.99604,                0.99757,                0.99428,                0.97411,                0.99604,                0.99757,                0.99428,                0.95999,                0.21202,                0.44243,                0.66922,                0.51906,              0.0017228,              0.0017228,              0.0017228
                     17,                0.33441,                0.59922,                0.25378,                0.95097,                0.99904,                0.99919,                0.99456,                0.97485,                0.99904,                0.99919,                0.99456,                0.96707,                0.21887,                0.38562,                0.21059,                0.50978,               0.001703,               0.001703,               0.001703
                     18,                0.32193,                0.56803,                0.24416,                 0.9456,                  0.997,                0.99757,                0.99429,                0.98235,                  0.997,                0.99757,                0.99429,                0.96905,                0.24632,                0.40587,                0.80845,                0.54042,              0.0016832,              0.0016832,              0.0016832
                     19,                0.31878,                0.57017,                0.24087,                0.94599,                0.99576,                0.99757,                0.99436,                0.97749,                0.99712,                0.99919,                 0.9944,                0.97324,                0.21552,                0.37289,                0.51141,                0.50859,              0.0016634,              0.0016634,              0.0016634
                     20,                0.31998,                0.55877,                0.23974,                0.94714,                0.99755,                0.99919,                0.99449,                  0.981,                0.99755,                0.99919,                0.99449,                0.97535,                0.20454,                0.38863,                0.20092,                0.51557,              0.0016436,              0.0016436,              0.0016436
                     21,                0.31933,                0.57537,                0.23932,                0.94581,                0.99853,                0.99757,                 0.9943,                0.98625,                0.99853,                0.99757,                 0.9943,                0.97734,                0.18123,                0.40674,                0.68285,                0.47763,              0.0016238,              0.0016238,              0.0016238
                     22,                 0.3232,                0.57181,                0.23828,                0.94479,                0.99781,                0.99919,                0.99438,                0.98303,                0.99781,                0.99919,                0.99438,                0.97505,                0.20234,                0.42827,                0.97058,                0.50133,               0.001604,               0.001604,               0.001604
                     23,                 0.3162,                0.56731,                 0.2309,                0.94451,                0.99775,                0.99919,                0.99456,                0.93687,                0.99775,                0.99919,                0.99456,                0.93748,                0.27161,                0.36602,                0.27044,                0.57538,              0.0015842,              0.0015842,              0.0015842
                     24,                 0.3199,                0.55808,                0.23558,                0.94386,                0.99259,                0.99271,                0.99437,                 0.9873,                0.99259,                0.99271,                0.99437,                0.98028,                 0.2208,                0.40959,                0.32002,                0.49428,              0.0015644,              0.0015644,              0.0015644
                     25,                0.31653,                0.57163,                0.22939,                0.93949,                0.99831,                0.99919,                0.99422,                0.98698,                0.99831,                0.99919,                0.99422,                0.97824,                0.23264,                0.40458,                0.37511,                  0.519,              0.0015446,              0.0015446,              0.0015446
                     26,                0.31582,                 0.5502,                0.23331,                0.94689,                0.99919,                0.99746,                0.99437,                0.98385,                0.99919,                0.99746,                0.99437,                0.97294,                 0.2664,                0.54609,                0.27044,                0.56098,              0.0015248,              0.0015248,              0.0015248
                     27,                0.31401,                0.54974,                0.22758,                0.94386,                0.99838,                0.99826,                0.99427,                0.98816,                0.99838,                0.99826,                0.99427,                0.97977,                0.22718,                0.41608,                0.57605,                0.51903,               0.001505,               0.001505,               0.001505
                     28,                0.31159,                0.56074,                0.22994,                0.93939,                0.99663,                0.99838,                0.99415,                0.98663,                0.99592,                0.99757,                0.99415,                0.97566,                0.20709,                 0.4599,                0.63746,                0.48648,              0.0014852,              0.0014852,              0.0014852
                     29,                0.30932,                0.55723,                0.22791,                0.94454,                0.99757,                0.99894,                 0.9943,                0.98708,                0.99757,                0.99894,                 0.9943,                0.98156,                0.21403,                0.34118,                0.27147,                0.50487,              0.0014654,              0.0014654,              0.0014654
                     30,                0.30389,                0.55846,                0.22426,                0.93797,                0.99872,                0.99838,                0.99423,                0.98529,                0.99872,                0.99838,                0.99423,                0.97606,                0.27674,                0.42341,                 1.5314,                0.56542,              0.0014456,              0.0014456,              0.0014456
                     31,                0.30509,                0.54864,                0.22853,                0.93908,                0.99912,                0.99919,                0.99489,                0.98541,                0.99912,                0.99919,                0.99489,                0.97926,                0.18234,                0.36653,                0.18933,                0.48023,              0.0014258,              0.0014258,              0.0014258
                     32,                0.30931,                0.55463,                0.22488,                0.94029,                0.99909,                0.99919,                0.99425,                0.98798,                0.99909,                0.99919,                0.99425,                0.97971,                0.22137,                0.37262,                0.33753,                0.52551,               0.001406,               0.001406,               0.001406
                     33,                0.29947,                0.54817,                0.22147,                0.93746,                0.99882,                0.99919,                0.99495,                 0.9858,                0.99882,                0.99919,                0.99495,                 0.9754,                0.17816,                0.35072,                0.22734,                 0.4656,              0.0013862,              0.0013862,              0.0013862
                     34,                 0.2971,                0.52727,                0.21887,                0.93825,                0.99833,                0.99919,                0.99411,                0.98765,                0.99833,                0.99919,                0.99411,                0.97963,                 0.1624,                0.36019,                 0.2461,                0.44172,              0.0013664,              0.0013664,              0.0013664
                     35,                0.30492,                 0.5349,                0.22422,                0.94156,                0.99435,                0.99837,                0.99409,                0.98461,                0.99435,                0.99837,                0.99409,                0.97594,                0.19689,                0.36935,                0.22129,                0.48252,              0.0013466,              0.0013466,              0.0013466
                     36,                0.30114,                0.54121,                0.22113,                0.93632,                0.99746,                0.99838,                0.99425,                0.98267,                0.99746,                0.99838,                0.99425,                0.97283,                0.22264,                0.35545,                0.29494,                0.52903,              0.0013268,              0.0013268,              0.0013268
                     37,                0.29837,                0.53621,                0.21582,                0.93741,                 0.9982,                0.99838,                0.99435,                  0.983,                 0.9982,                0.99838,                0.99435,                0.97338,                0.21145,                0.37494,                0.47127,                 0.5146,               0.001307,               0.001307,               0.001307
                     38,                0.29677,                0.53044,                 0.2154,                0.93644,                 0.9975,                0.99919,                 0.9945,                 0.9888,                 0.9975,                0.99919,                 0.9945,                0.98131,                0.22998,                0.33616,                0.20192,                0.51641,              0.0012872,              0.0012872,              0.0012872
                     39,                0.29491,                0.53479,                0.21257,                0.93587,                0.99908,                0.99919,                0.99438,                0.98839,                0.99908,                0.99919,                0.99438,                0.97948,                0.22633,                 0.3481,                0.22445,                0.50621,              0.0012674,              0.0012674,              0.0012674
                     40,                    0.3,                0.53098,                0.22128,                0.93809,                0.99894,                0.99838,                0.99455,                0.98907,                0.99894,                0.99838,                0.99455,                0.98303,                0.21214,                0.38333,                0.30656,                0.50155,              0.0012476,              0.0012476,              0.0012476
                     41,                  0.304,                0.53632,                0.22191,                0.94155,                0.99781,                0.99838,                0.99444,                 0.9882,                0.99781,                0.99838,                0.99444,                0.97732,                0.18231,                0.36503,                0.42803,                0.48192,              0.0012278,              0.0012278,              0.0012278
                     42,                0.28987,                0.52443,                0.20558,                0.93065,                 0.9983,                0.99919,                0.99448,                0.98633,                 0.9983,                0.99919,                0.99448,                0.97514,                0.18777,                0.35159,                0.16352,                0.46456,               0.001208,               0.001208,               0.001208
                     43,                  0.296,                0.52958,                0.21523,                0.93637,                0.99829,                0.99919,                0.99485,                0.98667,                0.99829,                0.99919,                0.99485,                0.97796,                0.20018,                0.35952,                0.35911,                0.48375,              0.0011882,              0.0011882,              0.0011882
                     44,                0.28963,                0.51186,                 0.2087,                0.93199,                 0.9991,                0.99919,                0.99424,                 0.9905,                 0.9991,                0.99919,                0.99424,                0.98232,                0.20339,                0.33185,                0.23124,                0.49163,              0.0011684,              0.0011684,              0.0011684
                     45,                0.29312,                0.52531,                0.21004,                0.93623,                0.99806,                0.99919,                0.99377,                0.98543,                0.99806,                0.99919,                0.99377,                0.98118,                0.19705,                0.33194,                0.21198,                0.48877,              0.0011486,              0.0011486,              0.0011486
                     46,                0.29125,                0.52416,                 0.2081,                0.93325,                0.99837,                0.99919,                0.99438,                0.98744,                0.99837,                0.99919,                0.99438,                0.98219,                0.17567,                0.34401,                0.17339,                0.46458,              0.0011288,              0.0011288,              0.0011288
                     47,                0.28903,                 0.5182,                0.20478,                0.93414,                0.99831,                0.99919,                0.99469,                0.98768,                0.99831,                0.99919,                0.99469,                0.98098,                0.16914,                0.34794,                 0.2515,                0.45695,               0.001109,               0.001109,               0.001109
                     48,                0.29779,                0.52621,                0.20954,                0.93676,                0.99826,                0.99919,                0.99438,                0.98881,                0.99826,                0.99919,                0.99438,                0.98117,                0.21363,                0.35577,                0.24826,                0.51942,              0.0010892,              0.0010892,              0.0010892
                     49,                0.28498,                0.51699,                0.20376,                0.93183,                0.99894,                0.99919,                0.99436,                0.98971,                0.99894,                0.99919,                0.99436,                0.98221,                0.18471,                0.34295,                0.20319,                0.48263,              0.0010694,              0.0010694,              0.0010694
                     50,                0.28968,                0.51565,                0.21069,                0.93503,                 0.9986,                0.99757,                0.99432,                0.98704,                 0.9986,                0.99757,                0.99432,                0.98074,                0.21881,                0.35412,                0.25219,                0.50455,              0.0010496,              0.0010496,              0.0010496
                     51,                0.28394,                0.52919,                0.20346,                0.93052,                0.99906,                0.99919,                0.99468,                 0.9898,                0.99906,                0.99919,                0.99468,                0.98206,                0.22723,                0.33046,                0.22589,                0.51917,              0.0010298,              0.0010298,              0.0010298
                     52,                0.29148,                0.52502,                0.20504,                0.93404,                0.99838,                0.99825,                0.99446,                0.98761,                0.99838,                0.99825,                0.99446,                0.98044,                0.19937,                0.33682,                0.19866,                0.49669,                0.00101,                0.00101,                0.00101
                     53,                0.28308,                 0.5073,                0.19655,                0.93299,                0.99909,                0.99919,                0.99435,                0.98961,                0.99909,                0.99919,                0.99435,                0.98125,                0.19782,                0.32961,                0.24342,                0.49567,              0.0009902,              0.0009902,              0.0009902
                     54,                0.28916,                0.52001,                0.20659,                0.93164,                0.99909,                0.99919,                0.99423,                0.98899,                0.99909,                0.99919,                0.99423,                 0.9801,                0.20732,                0.34284,                0.25793,                0.50191,              0.0009704,              0.0009704,              0.0009704
